,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19922,15966074,Evergreen Upper Bed for Female Traveler 紐約民宿,101491116,Tong,Brooklyn,Cypress Hills,40.68313,-73.87077,Shared room,19,2,76,2019-06-20,2.4,6,120
2882,1646838,1 BR apt in heart of the Village,8739354,Caspar,Manhattan,Greenwich Village,40.72831,-73.9987,Entire home/apt,380,6,29,2019-04-29,0.43,1,365
20165,16147405,Private room in Williamsburg,32545798,Sasha,Brooklyn,Williamsburg,40.71329,-73.96223,Private room,60,2,7,2017-06-12,0.23,5,0
23317,18876580,Private Bedroom in Lovely Astoria Home,131530387,Kerith,Queens,Astoria,40.75704,-73.92135,Private room,60,1,129,2019-07-03,5.11,1,95
10919,8423636,"Large Brooklyn Apt,Private Backyard",31230100,Elissa,Brooklyn,Crown Heights,40.67352,-73.95633,Entire home/apt,80,7,45,2019-06-29,1.06,3,161
39197,30565284,Great for family/friends! 2 bdrm duplex sleeps 6!,181651082,Fran,Queens,Rosedale,40.65861,-73.73672,Entire home/apt,135,1,5,2019-06-09,0.76,3,36
34199,27131151,The Brooklyn Blue House 4,183127881,Giana,Brooklyn,Canarsie,40.64651,-73.90043,Private room,59,2,28,2019-06-03,3.19,4,178
38141,30104723,Cozy apt with washer dryer  in trendy Williamsburg,226201658,Vanessa,Brooklyn,Williamsburg,40.70689,-73.94996,Entire home/apt,73,30,1,2019-03-02,0.23,3,345
25149,20149318,Wonderful room for rent in the Bronx,19297877,Albena,Bronx,Bronxdale,40.85527,-73.86719,Private room,35,1,21,2018-12-11,0.96,1,284
33205,26201913,"Beautiful, spacious 2 bed, Crown Heights apartment",1260391,Thomas,Brooklyn,Brownsville,40.66837,-73.92454,Entire home/apt,165,4,9,2019-06-29,1.17,1,21
8372,6437014,"Family Friendly & Cozy Apt Near Subway, 1 Bedroom",17382690,Erica,Brooklyn,South Slope,40.66632,-73.99013,Entire home/apt,100,3,100,2019-06-25,1.98,1,6
7008,5036659,Relaxing Brooklyn Oasis - Prime Location,25999700,Jacqueline,Brooklyn,Crown Heights,40.67615,-73.95776,Private room,50,14,43,2019-06-22,0.8,1,313
43099,33446373,large room in a 4 bedroom (2bath) apartment,251968645,Diana,Brooklyn,Greenpoint,40.73354,-73.95719,Private room,65,1,1,2019-04-14,0.35,1,0
38429,30252034,A neat bedroom in a cozy 3-bedroom apartment,227179489,Ester,Manhattan,Roosevelt Island,40.76127,-73.95034,Private room,90,1,46,2019-07-01,6.3,1,27
15876,12845943,Fully Furnished Room in Quiet Apt,51663418,Melissa,Queens,Ditmars Steinway,40.77329,-73.9163,Private room,40,14,1,2016-08-10,0.03,1,0
31380,24380794,Trendy Williamsburg! 1 block to subway (L).,184009385,Artem,Brooklyn,Williamsburg,40.71434,-73.94275,Entire home/apt,150,2,48,2019-06-21,3.27,2,53
9548,7331070,Your own house in NYC,22373907,James,Queens,Bayside,40.76729,-73.77162,Entire home/apt,290,1,74,2019-06-09,1.59,1,338
11288,8757920,CathedraNYC,8235517,Valjean,Manhattan,Harlem,40.81925,-73.94073,Entire home/apt,110,2,4,2017-07-23,0.11,1,0
31747,24754459,Spacious Bedroom in Unique Williamsburg,91526716,Alessandra,Brooklyn,Williamsburg,40.71246,-73.96084,Private room,79,3,50,2019-06-30,3.53,1,28
29445,22586352,Spacious 3 bedroom in Manhattan,166066107,Mia,Manhattan,East Village,40.72193,-73.98162,Entire home/apt,280,1,66,2019-06-24,3.88,1,257
42298,32831206,Cozy private room in the heart of NYC 51E1,190921808,John,Manhattan,Hell's Kitchen,40.75378,-73.9955,Private room,99,7,4,2019-06-07,1.69,47,318
24128,19439068,Newly Renovated 2BR private basement unit.,69427329,Michelle & Eddie,Queens,Elmhurst,40.739,-73.87609,Entire home/apt,120,2,82,2019-07-05,3.31,6,230
44444,34230337,Master Bed Room With Private Bathroom #1,258217172,Jin Sen,Brooklyn,Bushwick,40.68757,-73.90961,Private room,70,1,9,2019-06-29,4.22,1,262
19691,15774166,Lovely Bright Upper East Side,28966357,Dorothy,Manhattan,East Harlem,40.78697,-73.94469,Private room,99,2,90,2019-05-12,2.79,3,92
9549,7331201,Sunny and Homie BK Apartment,681331,Wes,Brooklyn,Crown Heights,40.66539,-73.96041,Entire home/apt,120,3,5,2016-10-17,0.11,1,0
12813,9779136,Cozy Room in heart of Crown Heights,3758471,Stephanie,Brooklyn,Crown Heights,40.67377,-73.95887,Private room,50,10,1,2016-01-06,0.02,2,0
46390,35230828,Tri-Level Apartment W/ Balcony Empire State Views,60113180,Austin,Manhattan,Kips Bay,40.74442,-73.98047,Entire home/apt,225,1,1,2019-06-30,1.0,1,221
17033,13528101,Perfect NYC neighborhood! 15 min. to Central Park!,66981456,Iris,Manhattan,Upper East Side,40.77512,-73.95254,Private room,99,6,35,2019-06-22,1.06,1,59
1865,828130,Brooklyn Apt next to Prospect Park,4210082,Monica,Brooklyn,Prospect-Lefferts Gardens,40.66229,-73.96296,Private room,70,1,84,2016-10-08,1.06,1,188
30370,23480048,Open studio in Bushwick,64076428,John,Brooklyn,Bushwick,40.69749,-73.93153,Entire home/apt,110,3,7,2018-08-05,0.42,1,38
15543,12495887,Bright & Sunny Greenpoint Studio,2104160,Brendon,Brooklyn,Greenpoint,40.7369,-73.95288,Entire home/apt,119,4,4,2017-05-09,0.1,1,0
19852,15903188,Private room in Astoria 10min ride to Central Park,57307079,Julian,Queens,Astoria,40.76785,-73.91596,Private room,70,1,19,2019-06-09,1.5,1,172
26409,21025488,Beautiful Garden Apartment with Patio & BBQ Grill,151421618,Adesh & Viviana,Queens,Ozone Park,40.68464,-73.84245,Entire home/apt,130,4,4,2019-06-09,0.39,2,145
8820,6766169,Nice and spacious  1BR in Brooklyn,35422693,Raquel,Brooklyn,Crown Heights,40.66922,-73.94682,Entire home/apt,70,15,9,2018-07-25,0.19,1,0
30246,23357789,KING SIZED BEDROOM in SoHo,43488929,Nini,Manhattan,Greenwich Village,40.72774,-74.00161,Private room,60,2,2,2018-03-15,0.12,1,0
1247,532749,"Very Large, Airy, and Bright Loft -Williamsburg",2617850,Matthew,Brooklyn,Williamsburg,40.71606,-73.95526,Entire home/apt,280,7,82,2019-06-21,0.98,1,41
23363,18911463,"Affordable, UES, Studio near Central Park",6759067,Bryon,Manhattan,Upper East Side,40.77127,-73.95493,Entire home/apt,105,2,21,2018-02-21,0.82,1,0
5998,4392351,MURRAY HILL! your home.. BEAUTIFUL,1475015,Mike,Manhattan,Kips Bay,40.74111,-73.97951,Entire home/apt,87,30,4,2018-08-12,0.09,52,325
37267,29611037,1 bedroom apartment across the Central Park,40997229,Ana,Manhattan,Upper West Side,40.79487,-73.96304,Private room,160,3,3,2019-04-15,0.38,1,5
26386,21012649,Spacious East Village 1 BR on 14th St!,7608106,Mike,Manhattan,Gramercy,40.73247,-73.98297,Entire home/apt,196,2,47,2019-06-18,2.26,1,6
16036,12966504,Lovely Two Bedroom Apt in Prime North Williamsburg,28709982,Sidiq,Brooklyn,Williamsburg,40.71827,-73.95494,Entire home/apt,219,3,51,2019-06-09,1.36,3,71
16301,13122135,Room in BIG art-filled space in prime Brooklyn,9793190,Rebecca,Brooklyn,Greenpoint,40.72721,-73.94951,Private room,80,1,4,2018-02-25,0.24,1,0
29686,22797033,room A Manhattan private room,164886138,Eliahu,Manhattan,Harlem,40.81196,-73.95221,Private room,65,1,3,2018-03-17,0.18,11,364
1,2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,40.75362,-73.98377,Entire home/apt,225,1,45,2019-05-21,0.38,2,355
8390,6450240,Brooklyn Cute Room + Private Bath!,4498389,Zuzi,Brooklyn,Clinton Hill,40.68384,-73.96042,Private room,70,1,4,2015-10-26,0.08,1,0
21768,17501131,Artist Home 5 minute walk to Metro 30min from JFK,16356565,Shirley,Brooklyn,Flatbush,40.63356,-73.95073,Shared room,30,3,27,2019-06-24,1.25,2,1
8580,6603756,Amazing Bright bedroom in Harlem,22222260,Simone,Manhattan,Harlem,40.81894,-73.93871,Private room,81,4,20,2019-04-26,0.41,2,334
6149,4499976,Large Sunny 2 Bedroom + den - UWS,23338742,Aneela,Manhattan,Upper West Side,40.78878,-73.97386,Entire home/apt,225,30,17,2018-06-15,0.31,1,179
31571,24592583,In the heart of the West Village- cute apartment!,19068554,Jennifer,Manhattan,West Village,40.73608,-73.99997,Entire home/apt,175,3,18,2019-07-06,1.28,1,0
14266,11062629,room with awesome view,6961443,Victoria,Manhattan,Midtown,40.75957,-73.96802,Private room,70,1,1,2016-02-15,0.02,2,0
7991,6149507,2B Williamsburg Loft Apartment,21558108,Emma,Brooklyn,Williamsburg,40.712,-73.96666,Entire home/apt,157,1,1,2015-05-07,0.02,1,0
35686,28329261,Sunny Central Park Apt (2 blocks from park),4410716,Nicole,Manhattan,Harlem,40.79993,-73.95485,Private room,75,14,4,2019-05-27,0.4,1,66
6078,4447904,Beautiful Upper West Side,23083111,Michael,Manhattan,Upper West Side,40.77783,-73.9815,Entire home/apt,80,30,5,2018-08-12,0.09,1,180
20594,16366928,Bronx Beauty: Renovated historic rowhouse,97853468,Steven,Bronx,Hunts Point,40.81841,-73.89067,Private room,45,14,18,2019-05-31,0.68,4,332
24,8490,"MAISON DES SIRENES1,bohemian apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68371,-73.94028,Entire home/apt,120,2,88,2019-06-19,0.73,2,233
2286,1099244,Big UWS 1Bdrm 2 min to Central Park,5604089,Chris,Manhattan,Upper West Side,40.78264,-73.97803,Entire home/apt,200,3,3,2016-10-14,0.06,1,0
37118,29513000,✨✨Union Square Duplex LOFT•••4 BEDS✨✨MUST SEE !!!!,48762596,Bob,Manhattan,Gramercy,40.7367,-73.98985,Entire home/apt,499,5,28,2019-06-19,3.36,1,145
9681,7438254,"Sunny, cozy, and convenient room in Harlem",38965196,Jen,Manhattan,Harlem,40.80649,-73.95565,Private room,88,4,16,2017-05-28,0.43,1,0
35460,28133769,Cozy 1st fl spacious bdrm in 3 bdrm New York Apt,120974332,Jessi,Manhattan,East Harlem,40.79726,-73.93164,Private room,66,2,23,2019-06-19,2.23,2,5
33053,26074006,Nice & Spacious Manhattan Room Near the Station,137358866,Kazuya,Manhattan,Harlem,40.81217,-73.94406,Private room,52,30,2,2019-06-04,0.19,103,214
24859,19940410,Classic Williamsburg Apartment.,39250457,Lauren,Brooklyn,Williamsburg,40.71199,-73.94004,Entire home/apt,90,2,4,2017-08-23,0.17,1,0
16095,13004996,Beach Bungalow 2,71717596,Beth,Queens,Rockaway Beach,40.58977,-73.81324,Entire home/apt,100,2,50,2019-07-07,1.31,1,40
29895,23010967,Crown Heights Classic,78913808,John,Brooklyn,Crown Heights,40.67074,-73.94896,Entire home/apt,125,3,63,2019-07-05,4.36,1,165
6889,4926610,Panoramic City Views in Lux bldg,7537442,Loydeen,Manhattan,East Harlem,40.80315,-73.94017,Private room,50,7,25,2019-06-28,0.5,1,151
27636,21727407,3.5 MLN usd 2 bedroom LOFT in TriBeCa (4),68707439,Gipsy Properties,Manhattan,Tribeca,40.71994,-74.00332,Entire home/apt,350,14,21,2019-05-20,1.08,3,181
23063,18675061,Private Room in beautiful UWS - Great Location!,12033348,Shirley,Manhattan,Upper West Side,40.79978,-73.96797,Private room,70,7,5,2017-07-04,0.19,1,0
12137,9416007,Subway. Ocean. Parking,31680304,Alex & Alena,Brooklyn,Gravesend,40.5888,-73.97278,Private room,70,3,46,2019-06-13,1.05,2,92
31418,24428060,Sweet Home Away From Home,120371644,Natasha,Brooklyn,Sheepshead Bay,40.59143,-73.95548,Private room,65,2,52,2019-06-24,3.57,2,340
2885,1650470,Spacious room in Bushwick L & JMZ !,8753908,Rebecca,Brooklyn,Bushwick,40.70045,-73.93832,Private room,65,5,1,2015-06-01,0.02,1,169
16578,13276320,Beautiful place sunny and quite,74823629,Roberto,Queens,Ditmars Steinway,40.77388,-73.91598,Private room,125,1,6,2016-12-29,0.17,1,0
14088,10789911,One Bedroom in Astoria,32003714,Christopher,Queens,Ditmars Steinway,40.77567,-73.92202,Private room,90,7,3,2018-08-05,0.09,1,358
36011,28611271,Cozy Room in Steinway st. with a firescape view!,150439529,Marina,Queens,Astoria,40.76677,-73.91315,Private room,70,4,6,2019-05-26,0.68,1,63
7257,5319150,"Modern Williamsburg Apt. Comfort, style, ease!",3865502,Roy,Brooklyn,Williamsburg,40.71323,-73.95852,Entire home/apt,120,30,21,2019-03-30,0.4,1,219
24492,19702506,Heart of NYC - Best Location In The City,138823659,Andrea,Manhattan,Hell's Kitchen,40.75851,-73.99138,Entire home/apt,275,2,16,2019-04-21,0.67,1,0
37021,29433879,East Village 2Bdrm apt with Rooftop and City Views,43957041,Amy,Manhattan,East Village,40.72726,-73.97934,Entire home/apt,300,4,3,2019-05-27,0.47,1,0
38267,30161268,Comfortable Bedroom Astoria,53518745,Fiach,Queens,Astoria,40.76171,-73.91725,Private room,300,3,2,2019-05-12,0.32,1,54
39925,31028269,Spacious Sun-drenched two bedroom APT,5715157,Chafiq,Brooklyn,Clinton Hill,40.69303,-73.96196,Entire home/apt,200,1,19,2019-06-29,2.94,1,285
18728,14826817,Sid's Victorian Oasis,92720308,Sidney,Brooklyn,Flatbush,40.64088,-73.96306,Private room,120,1,87,2019-06-12,2.53,3,313
15011,11967737,Beautiful Bedroom on Hudson River/Riverside Park,63928471,David,Manhattan,Harlem,40.83342,-73.94949,Private room,40,1,6,2019-03-22,0.16,1,0
27816,21810316,"Spacious, luxury aparment in heart of NYC!",28226289,Maxwell,Manhattan,East Village,40.72428,-73.97957,Entire home/apt,500,4,1,2017-12-26,0.05,1,0
10750,8272818,"Three-Story Brick Brownstone, Perfect for Families",179246,Francis & Daniele,Brooklyn,Bedford-Stuyvesant,40.67804,-73.90997,Entire home/apt,469,9,7,2019-01-02,0.16,2,48
9081,6965529,Big comfy space close to Yankees.,2001830,Jose And Ysaira,Bronx,Morris Heights,40.85073,-73.9128,Private room,50,3,20,2019-04-22,0.47,2,316
19593,15678054,1br wburg w/ views of NYC + doorman,99145869,Sophie,Brooklyn,Williamsburg,40.71822,-73.95134,Entire home/apt,120,30,6,2018-09-24,0.29,1,164
24392,19637278,Cozy Upper West Side Apartment in New York City,138186485,Nicholas,Manhattan,Upper West Side,40.78823,-73.97499,Entire home/apt,116,1,28,2018-10-17,1.22,1,0
24015,19362649,upstairs single with queens bed and all decorative,101657794,Dr. Shirin,Queens,Briarwood,40.70848,-73.80607,Private room,70,1,22,2017-09-30,0.89,6,0
24255,19532907,"Bright, Sunny, Clean Bedroom w/Private Bath 3MB",17555570,Yan,Brooklyn,Crown Heights,40.6695,-73.92226,Private room,63,1,66,2019-06-22,2.68,12,39
29921,23035874,CHIC & LARGE private bedroom in fancy neighborhood,13126043,Carolle,Manhattan,Midtown,40.74422,-73.98473,Private room,145,2,29,2019-05-15,1.67,2,74
10080,7733241,Amazing room in Williamsburg House,16683784,Charles,Brooklyn,Williamsburg,40.71375,-73.94342,Private room,72,2,5,2017-06-30,0.11,1,0
22592,18273542,Luxury Room w/private bathroom in DUPLEX,9909635,Vadim,Brooklyn,Bedford-Stuyvesant,40.69314,-73.9449,Private room,75,1,14,2018-08-12,0.52,3,89
33315,26323287,C C's Honeyroom 30 minutes to Manhattan.,197957799,Christiana,Brooklyn,East Flatbush,40.65035,-73.94895,Private room,59,2,22,2019-07-07,3.59,1,107
4340,2918225,"Central Penthouse Room, Terrace & Private Bath",1646926,Dave,Brooklyn,Williamsburg,40.71288,-73.95822,Private room,155,2,42,2016-12-11,0.67,1,0
9041,6938827,Prime apartment in prime Park Slope location!,36381094,Gidon,Brooklyn,Park Slope,40.67177,-73.97882,Entire home/apt,229,3,22,2018-12-26,0.46,1,0
1589,722464,Large Private Room in Clinton Hill Brooklyn Loft,3597769,Enid,Brooklyn,Bedford-Stuyvesant,40.68724,-73.95837,Private room,85,5,1,2019-01-07,0.16,2,189
45585,34840894,Modern Loft in East Williamsburg (Morgan Ave),1306620,Mia,Brooklyn,Bushwick,40.70473,-73.92867,Entire home/apt,200,3,1,2019-07-01,1.0,1,46
28213,21970487,Newly Renovated Bed-Stuy Brownstone Apartment,158298807,Marcia,Brooklyn,Bedford-Stuyvesant,40.69355,-73.95197,Entire home/apt,90,2,42,2019-06-23,2.18,1,52
33029,26055709,Sunlit Private Room One Block off Subway (3 & 4),46201715,Brysen,Brooklyn,Crown Heights,40.66697,-73.93225,Private room,67,1,73,2019-07-03,5.67,1,251
13234,9978426,"Bright, spacious BR in East Village",5904463,Katherine,Manhattan,East Village,40.72431,-73.98312,Private room,120,1,1,2016-01-02,0.02,4,0
10276,7862762,Spacious pre-war apartment,40548594,Justine,Manhattan,Financial District,40.70623,-74.0051,Entire home/apt,150,2,52,2019-06-23,1.11,1,72
11556,8990988,The Most Happening Hood in BK!,9060143,Amelia,Brooklyn,Bushwick,40.69502,-73.93126,Entire home/apt,75,3,6,2017-08-29,0.15,1,0
35540,28213718,"""Sweet Home near to Bronx Zoo in Little Italy """,211638781,Adriana,Bronx,Belmont,40.85287,-73.88536,Private room,100,3,36,2019-06-18,3.69,2,49
29123,22368370,Bedstuy Luxe Condo,139329404,Dmitriy,Brooklyn,Bedford-Stuyvesant,40.68995,-73.95167,Entire home/apt,126,1,9,2018-03-02,0.49,1,0
41431,32238473,Sonder | Stock Exchange | Sleek Studio + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70581,-74.01226,Entire home/apt,241,2,5,2019-06-12,1.35,327,284
14070,10765309,Designed west village with PATIO,8851665,Ohad,Manhattan,West Village,40.73303,-74.00118,Entire home/apt,200,3,1,2016-07-02,0.03,1,0
4708,3311834,Apartment - private kitchen & bath,13611255,Lamee,Brooklyn,Bedford-Stuyvesant,40.68975,-73.9346,Entire home/apt,78,30,81,2018-08-31,1.33,3,188
20530,16336709,Private Room on Roosevelt Island,106948134,Erik,Manhattan,Roosevelt Island,40.76182,-73.94879,Private room,50,1,8,2019-04-28,0.32,2,0
17620,13859134,Near Manhattan & ForestHStadium studio w/ pvt bath,79751520,Julia,Queens,Forest Hills,40.71249,-73.84942,Private room,90,1,31,2018-09-24,0.9,2,1
17924,14039287,Park Slope Railroad Room in July!,76114171,Priya,Brooklyn,Park Slope,40.67026,-73.97668,Private room,40,1,2,2016-07-28,0.06,1,0
23819,19227532,"Amazing Harlem Apartment on 5th Avenue 
3 bedrooms",134601877,Steven,Manhattan,East Harlem,40.79929,-73.94605,Entire home/apt,350,3,81,2019-06-29,3.46,2,27
14517,11438189,Everything you need in NYC! 3BR,4422962,Remo,Brooklyn,Bedford-Stuyvesant,40.67834,-73.92442,Entire home/apt,135,30,155,2019-05-21,3.97,1,281
15037,12000030,"Sunny, Quiet Downtown 1BR Apt - Great location!",42047615,Jonathan & Nancy,Manhattan,Chelsea,40.74069,-74.00069,Entire home/apt,199,30,1,2016-10-31,0.03,2,292
42361,32871846,The Artist,18170444,Sebastian,Brooklyn,Carroll Gardens,40.68133,-73.99944,Private room,80,2,20,2019-06-23,5.5,2,154
7434,5534660, Studio apartment in Greenpoint,28699661,Andrzej,Brooklyn,Greenpoint,40.73066,-73.955,Entire home/apt,120,7,17,2016-01-05,0.33,1,0
18814,14914739,Duplex apartment in the heart of Brooklyn,93699493,Andres&Ine,Brooklyn,Bedford-Stuyvesant,40.68381,-73.94346,Entire home/apt,250,3,41,2019-06-29,1.2,1,30
23082,18690466,Spacious 2bed private rm close St.BarnabasHospital,127249880,Emma,Bronx,Tremont,40.84594,-73.89358,Private room,45,2,49,2019-05-26,1.95,2,324
15891,12851607,Studio Apartment near Columbia U,68322243,Christopher,Manhattan,Upper West Side,40.80129,-73.96611,Entire home/apt,154,4,3,2016-08-26,0.08,1,0
4389,2969803,King Bed or Two Singles - You're choice!,7691518,Brent,Manhattan,Hell's Kitchen,40.76794,-73.98781,Private room,68,1,152,2019-05-23,2.42,2,237
33474,26465413,Spacious & charming apartment in the heart of NYC,199014573,Elizabeth,Manhattan,Midtown,40.75486,-73.97252,Private room,125,3,8,2018-09-16,0.65,1,0
45817,34968153,Comfy  Cozy,256485515,Joseph,Brooklyn,Fort Hamilton,40.61822,-74.03538,Private room,55,1,1,2019-06-23,1.0,1,322
12679,9725232,"LUX Prospect Park Historic 1BR near 2,5,Q&B trains",290908,Claudia,Brooklyn,Prospect-Lefferts Gardens,40.66195,-73.95275,Entire home/apt,125,6,155,2019-06-24,3.54,1,155
3283,1959024,950 SQ FT ONE BEDROOM + 2 TERRACES,10124193,Courtney,Manhattan,Upper East Side,40.77924,-73.95405,Entire home/apt,499,1,6,2014-10-26,0.1,1,0
17275,13658407,Spacious Sunlit 1 Bedroom Williamsburg Apt,26929394,Sushil,Brooklyn,Williamsburg,40.71503,-73.94733,Entire home/apt,125,3,2,2017-07-17,0.08,1,0
24106,19424753,"Bright, spacious, private room",35380551,Denise,Brooklyn,Bushwick,40.70119,-73.91154,Private room,45,2,2,2017-07-22,0.08,1,0
8407,6459617,Prime Williamsburg LOFT next to Bedford L,1531125,Marek,Brooklyn,Williamsburg,40.71741,-73.95555,Entire home/apt,215,3,14,2018-09-28,0.33,1,0
14294,11114607,Duplex Apartment,13611255,Lamee,Brooklyn,Bedford-Stuyvesant,40.68652,-73.93506,Entire home/apt,98,30,13,2018-07-23,0.32,3,140
35589,28253864,"Astoria, NY 1-bedroom apartment",14933692,Fernando,Queens,Astoria,40.76616,-73.91332,Entire home/apt,90,2,8,2019-01-18,0.82,1,0
35187,27911463,"Pvt Single Bed 10 min from JFK, Close to Manhattan",23370431,Melissa,Queens,Queens Village,40.71711,-73.75608,Private room,55,2,7,2019-05-22,0.76,2,155
1523,690553,Modern Lofted Williamsburg 3bd,743742,Ethan And Wray,Brooklyn,Williamsburg,40.7056,-73.94202,Entire home/apt,198,1,294,2019-07-04,3.59,1,233
21565,17268340,"Spacious, Private Apartment in Bed Stuy, Brooklyn",116427778,Mel,Brooklyn,Bedford-Stuyvesant,40.68318,-73.91682,Entire home/apt,85,3,35,2018-07-30,1.22,1,0
26997,21378053,Special one bedroom in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74871,-73.9753,Entire home/apt,175,30,2,2019-01-19,0.11,50,365
28171,21960589,"Studio Queen Room In Gowanus Inn, Brooklyn",159091490,Melissa,Brooklyn,Gowanus,40.6771,-73.98449,Private room,139,1,6,2019-06-23,0.31,17,358
10651,8190747,cozy apartment,43203249,Gina,Queens,Woodside,40.74715,-73.91104,Private room,75,7,1,2017-03-19,0.04,1,364
797,284855,Charming Apt in the Best Location!,1482460,Dara,Manhattan,West Village,40.73362,-74.00923,Entire home/apt,240,5,94,2019-06-19,1.1,1,134
11345,8813854,Stay next to TimesSquare & Broadway,45850983,Peter,Manhattan,Hell's Kitchen,40.76455,-73.99297,Entire home/apt,175,1,49,2019-05-05,1.11,1,4
10510,8063109,"True Bed-Stuy, Brooklyn, New York",42586851,Brigitte,Brooklyn,Bedford-Stuyvesant,40.69132,-73.93866,Entire home/apt,132,2,81,2017-07-27,1.94,1,10
19938,15974141,100$,45404805,Bianca,Queens,Astoria,40.76938,-73.93227,Private room,120,5,1,2018-01-07,0.05,2,351
32200,25184591,❤ NYC/Bushwick New Private Room Size Queen ❤,81359949,Skarly & Ming,Brooklyn,Bushwick,40.70001,-73.92595,Private room,40,2,31,2019-06-21,2.31,2,36
39686,30901275,The Den -  3 mins  to JFK,223846870,Shared Stay-JFK The Hugh Suite,Queens,Springfield Gardens,40.66284,-73.76962,Private room,45,1,17,2019-06-11,2.6,3,0
22274,17963856,Upstate Manhattan,24010376,Elaina,Manhattan,Inwood,40.86517,-73.92318,Private room,65,1,1,2017-12-28,0.05,1,0
33308,26313558,Newly Renovated 2B/2B Skyline & River views BBQ,24013611,Juan,Manhattan,Upper West Side,40.77511,-73.99005,Entire home/apt,295,2,26,2019-06-09,2.17,1,2
32100,25077177,"PRIVATE, Safe, TIMES SQUARE, Lovely Apt w/ Garden",4482351,Zoey,Manhattan,Hell's Kitchen,40.75996,-73.99223,Entire home/apt,140,5,15,2019-06-13,1.11,2,7
15093,12050885,Your lovely and cozy space 7 train,17638424,Sophie,Queens,Elmhurst,40.74485,-73.87552,Private room,52,1,108,2019-07-07,2.71,8,174
32582,25545372,Very small room near Columbia Uni med school,163813488,Mike,Manhattan,Washington Heights,40.84287,-73.94093,Private room,43,1,10,2019-05-27,0.82,1,116
36729,29184981,Cute Apartment in Brooklyn,25767215,Sofia,Brooklyn,Crown Heights,40.67792,-73.9484,Private room,99,1,9,2019-06-19,1.18,1,249
45344,34685997,Romantic Brand New Oceanfront Studio in Arverne,261647593,Kosta,Queens,Arverne,40.58927,-73.79514,Private room,100,2,10,2019-07-04,6.82,1,67
28170,21960412,Touchdown and Explore NYC! Sunlit 2 Bedroom,160318374,Giulia,Brooklyn,Bedford-Stuyvesant,40.67871,-73.92678,Entire home/apt,103,30,47,2019-05-10,3.2,2,105
47016,35546298,★Official & Only 6★Star Airbnb w/ TempurPedic Bed,52062343,Ronald,Bronx,Bronxdale,40.856,-73.86705,Shared room,57,1,4,2019-06-30,4.0,1,340
45291,34653238,Bedroom with a Backyard,4027507,Bubby,Brooklyn,Clinton Hill,40.68661,-73.96717,Private room,70,3,1,2019-06-01,0.77,1,4
34732,27540102,"Sun-drenched Chic SOHO ""Cabin""",206972453,Grant,Manhattan,Nolita,40.72205,-73.99699,Entire home/apt,250,4,16,2019-06-26,1.68,1,0
24855,19933872,Lovely Private Room in the Heart of Williamsburg,92307204,Jesse,Brooklyn,Williamsburg,40.71947,-73.95958,Private room,65,21,2,2018-04-22,0.09,1,81
29498,22638243,Brooklyn Apartment - Minutes to Prospect Park,16684717,Eric,Brooklyn,Crown Heights,40.67362,-73.9568,Private room,50,1,2,2018-02-11,0.12,1,0
1705,772679,"Very large, clean 1 BR apartment",4076876,Tauheed,Manhattan,East Harlem,40.80343,-73.93514,Entire home/apt,120,3,22,2019-07-02,0.31,1,365
3977,2478825,2 BR Designer's Apt in Heart of NYC,2935265,Andrew,Manhattan,SoHo,40.72337,-74.00175,Entire home/apt,400,1,18,2019-01-02,0.28,2,30
23239,18820446,Splendid studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74891,-73.97589,Entire home/apt,150,30,2,2017-12-30,0.09,50,365
16687,13346091,"Bright, Quiet Apartment near City College",2571641,Erika,Manhattan,Harlem,40.81771,-73.952,Entire home/apt,150,3,3,2017-01-01,0.08,3,0
1020,415304,Cute east village apartment.,2050328,Martis,Manhattan,East Village,40.73111,-73.98528,Entire home/apt,175,14,1,2016-05-31,0.03,1,0
25384,20304654,"Cozy room in the middle of LES, SoHo",7225691,Jérôme,Manhattan,Lower East Side,40.72268,-73.9893,Private room,115,1,179,2019-06-30,7.76,2,326
33563,26558970,"Fifth Element: 7bd, private home.FREE CANCELLATION",143979755,Edwin,Bronx,Pelham Gardens,40.86239,-73.84362,Entire home/apt,99,1,67,2019-07-06,6.07,1,337
46183,35132775,⚡Stylish Apt in Trendy Location!! ⭐,52071286,Sito,Manhattan,Chelsea,40.73847,-73.99835,Entire home/apt,249,2,6,2019-07-07,6.0,1,225
9970,7665230,Sunny Master Bedroom in Sunset Park,15892935,Theresa,Brooklyn,Sunset Park,40.64153,-74.01562,Private room,50,1,2,2015-08-22,0.04,1,0
4597,3215486,Large sunny private room downtown,7691955,Ingrid,Manhattan,Lower East Side,40.71981,-73.98701,Private room,81,3,9,2017-10-15,0.19,1,0
4898,3509822,"Cute Room, Courteous Hosts",17671787,Nicole,Brooklyn,Bushwick,40.69601,-73.92236,Private room,550,3,5,2015-06-05,0.1,1,358
